time Ax Ay Az Gx Gy Gz
20 -0.12708855 2.2501197 -7.26199965 0.920839 0.352231 0.094643
40 0.74724732 2.5970994000000003 -7.887544110000001 0.830757 0.28847 0.13362000000000002
60 0.09071307 2.8193841900000005 -7.3627385400000005 0.651007 0.15601099999999998 0.114374
80 -0.51013962 3.1103782200000003 -7.94921958 0.413861 0.089727 0.112803
100 -0.23980545000000003 3.0383826300000005 -8.366546790000001 0.086653 -0.077435 0.108595
120 0.25193061 2.9612956500000003 -8.8037883 -0.001515 -0.190205 0.147648
140 0.56357469 3.0377842200000003 -9.04613454 0.009624 -0.151629 0.081446
160 0.12244842 3.33700884 -9.6944382 0.030846 -0.254723 0.003747
180 -0.06287229000000001 2.8678848300000004 -9.97420959 -0.06176 -0.172514 0.038246
200 0.7535355300000001 1.93382568 -10.04456691 -0.139823 -0.23182 0.018548
220 1.69223481 1.27025766 -10.78132734 -0.120021 -0.213317 -0.096705
240 2.24907003 0.9780668100000001 -11.68200306 -0.077473 -0.050294 -0.14255
260 2.85321888 1.14167799 -12.45021435 0.004361 0.057253 -0.201937
280 2.42899524 0.59171958 -12.26504079 0.045649 0.117192 -0.308547
300 0.83915721 -0.1041822 -11.263773330000001 0.028052 -0.041306 -0.350128
320 0.15837263999999998 0.22527684 -10.141107120000001 0.066109 -0.13936400000000002 -0.370033
340 -0.41344245 -0.42136893000000003 -9.987531570000002 0.06718099999999999 -0.164827 -0.396698
360 -0.32198382000000003 -1.3210047900000002 -9.57932766 0.029879000000000006 -0.113735 -0.354295
380 -0.12498921000000002 -1.37144781 -9.51032412 0.056215 -0.156566 -0.32201
400 -0.50624505 -0.83691072 -9.828109260000002 0.041425 -0.313303 -0.27384200000000003
420 -1.09033245 0.4251163500000001 -9.34057188 0.113246 -0.19654 -0.23183
440 -0.04431177000000001 1.44180513 -9.43517952 0.18521 -0.019172 -0.161051
460 0.76550373 1.162485 -10.229730660000001 0.263373 0.045528 -0.158452
480 0.4300605900000001 0.83691072 -10.320885180000001 0.309049 0.223331 -0.173316
500 0.30206952000000004 0.92507319 -9.68201874 0.183289 0.233435 -0.193435
520 0.35880075000000006 1.0160903700000001 -9.64265121 -0.048671 0.09273 -0.236536
540 0.6725539800000001 0.8041257 -9.81373761 -0.15374100000000002 0.070354 -0.144306
560 0.79290306 0.25372584000000004 -9.9577386 -0.248754 0.12368 -0.07774
580 0.4573029600000001 0.14414814 -10.334364120000002 -0.287866 0.01921 -0.025536
600 0.46642626 0.00643536 -10.12689243 -0.267334 -0.08662 0.04845
620 0.46238454000000007 0.30955455000000004 -9.95654178 -0.246239 0.221733 0.174252
640 0.48873420000000006 0.83631231 -9.71823726 -0.23131 0.5515369999999999 0.269006
